num,country,description,designation,points,price,region_1,region_2,title,variety,winery,lat,lng
108712,US,"The aromas are quite locked up at present, with notes of cranberry, cherry, herb and wood spice. On the palate, the dark-fruit flavors show the warmth of the vintage, with a spine of firm tannins providing support.",Bauhaus,92,25,Columbia Valley (WA),Columbia Valley,Structure 2014 Bauhaus Syrah (Columbia Valley (WA)),Syrah,Structure,47.5679194,-122.3353815
108718,US,"This wine has perfumed aromas of sagebrush, potpourri, herb, purple fruit and a light earthy note, showing a lot of nuance and detail. The palate has full palate-coating dark-plum flavors, with the emphasis on purity. Vibrant floral notes persist on the finish. This is the winery's best example from this vineyard to date.",Some Days Are Diamonds May's Discovery Vineyard,92,50,Horse Heaven Hills,Columbia Valley,Two Vintners 2014 Some Days Are Diamonds May's Discovery Vineyard Syrah (Horse Heaven Hills),Syrah,Two Vintners,47.762225,-122.1497034
108766,US,"The overall impression is of under-ripe fruit, with flavors of rhubarb, cranberry and very sour cherry. It's tannic as well, and set on a thin frame. Drink up.",Satisfaction,85,40,Willamette Valley,Willamette Valley,Amalie Robert 2012 Satisfaction Syrah (Willamette Valley),Syrah,Amalie Robert,44.875404,-123.3014274
108819,US,"Clean purple fruit aromas mix with grapeseed, Concord grape and caramelized black fruit scents on this bottling. Black plum, peppercorn, tart elderberry, tar, beef char and soy show on the palate, which is lifted by a lavender nuance.",,87,32,Central Coast,Central Coast,Silver Mountain 2011 Syrah (Central Coast),Syrah,Silver Mountain,37.1106062,-121.9341117
108836,US,"Viognier (10%) announces itself first with aromas of flowers and orange peel that are followed by smoke, leather and spice on a wine that has yet to fully reveal itself. The cranberry and cherry flavors are full in feel, tapering toward the finish.",Whistling Hills Estate Vineyard,87,35,Walla Walla Valley (WA),Columbia Valley,Tertulia 2012 Whistling Hills Estate Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Tertulia,46.0135036,-118.3601432
108950,US,"Velvety and rich aromas of chocolate and dried plums are cut with a citrus tartness on the nose of this single-vineyard expression from a historic site near the Gilroy Golf Course. The refreshing if slightly reductive palate offers flavors of espresso and blueberry-crusted beef, enlivening the tongue before washing away.",Besson Vineyard,88,28,Santa Clara Valley,Central Coast,Sarah's Vineyard 2010 Besson Vineyard Syrah (Santa Clara Valley),Syrah,Sarah's Vineyard,41.1791641,-81.5523233
108974,US,"Zesty peppercorns, underripe berries, Kalamata olive, green olive and crushed thyme show on the nose of this bottling. There's almost a touch of effervescence on the sip, where tart berries, lavender, green peppercorns and more Kalamata olive make for a fresh and fruity experience, which isn't much like Syrah.",Spring Break Pichon Vineyard,85,30,Santa Cruz Mountains,Central Coast,Burrell School Vineyards 2011 Spring Break Pichon Vineyard Syrah (Santa Cruz Mountains),Syrah,Burrell School Vineyards,37.1209163,-121.9318367
109065,US,"Dark and bloody, this masterfully mixes layer upon layer of detail. Red meat, black olive, cassis and earth roll across the tongue, while hints of flower and chocolate linger in the nose. Complex, tart and earthy, this is as good as it gets in this price range.",Lawrence Vineyard,93,25,Columbia Valley (WA),Columbia Valley,Southard 2009 Lawrence Vineyard Syrah (Columbia Valley (WA)),Syrah,Southard,46.700344,-120.5454061
109067,US,"Terre Rouge's loftiest undertaking every vintage, this Ascent is a blockbuster. It's gorgeously spicy and floral, with dark notes of pepper, violet and herb that will live long and prosper in time. Grapes used for this bottling are sourced from cool, high-elevation vineyards, providing the wine perfect balance between big, bold fruit and provocative acidity.",Ascent,93,85,Sierra Foothills,Sierra Foothills,Terre Rouge 2009 Ascent Syrah (Sierra Foothills),Syrah,Terre Rouge,38.5203975,-120.8238467
109089,US,"Snoqualmie can legitimately lay claim to being Washington's most consistent and reliable producer of mass market, value-priced wines. This tart and racy Syrah is a fine example of the quality—no frills, but no fudging either. It tastes like fruit—blueberries and boysenberries, with some leafy, herbal tannins. In perfect balance, it's a fine every day wine with more flavor interest than most ten buck merlots and cabs.",,87,10,Columbia Valley (WA),Columbia Valley,Snoqualmie 2007 Syrah (Columbia Valley (WA)),Syrah,Snoqualmie,47.5279607,-121.824625
109098,US,"Coming from a single block of the winery's estate vineyard, it has notes of cranberry, black pepper, herbs and moist earth speckled with oak spices (30% new French). The palate has soft, sleek cherry flavors buffeted by firm tannins.",Reserve South Face Block,88,50,Umpqua Valley,Southern Oregon,Abacela 2009 Reserve South Face Block Syrah (Umpqua Valley),Syrah,Abacela,43.1269652,-123.4474946
109166,US,"Combined with 20% Grenache, this full-bodied, fruit-forward wine brings sweet aromas and flavors of raspberry jam and plum. Aged in mostly neutral oak, it possesses purity that carries through the finish.",,90,25,Columbia Valley (WA),Columbia Valley,L'Ecole No. 41 2012 Syrah (Columbia Valley (WA)),Syrah,L'Ecole No. 41,46.0568338,-118.5813226
109173,US,"This wine shows roasted beef with blackberry crust, fresh-cracked black pepper and tarry asphalt on the nose. The asphalt and charred meat play strongly on the heavy-duty palate that also offers blackberry balsamic reduction. It's brawny and burly, perhaps too much so for the everyday drinker.",All-In Sawyer Lindquist Vineyard,90,60,Edna Valley,Central Coast,No Limit 2010 All-In Sawyer Lindquist Vineyard Syrah (Edna Valley),Syrah,No Limit,35.8313513,-80.3381482
109227,US,"This tastes barely ripe, with a vegetal flavor compromsing the chocolate and cherry notes. It's soft, making it fall a little flat in the mouth.",Gracie Creek Vineyards,80,32,Sonoma Valley,Sonoma,Muscardini 2009 Gracie Creek Vineyards Syrah (Sonoma Valley),Syrah,Muscardini,38.4156401,-122.5480839
109265,Australia,"Is there any doubt that 2012 is a superb vintage for South Australian Shiraz? Here's another fine example, boasting sumptuous levels of black cherry fruit framed by hints of brown sugar, roasted meat, cinnamon and allspice. It's full-bodied and richly textured, with a long, velvety finish. Drink 2018–2030.",The Devil's Whiskers,91,29,McLaren Vale,,Kangarilla Road 2012 The Devil's Whiskers Shiraz (McLaren Vale),Shiraz,Kangarilla Road,-35.2096978,138.6066107
109341,US,"This wine is a blend of top sites Les Collines, SJR and Red Willow. It's perfumed with notes of green olive, violets, dried herbs, mineral and smoked meat. The palate is tightly wound, sensuous and supple, lithe yet rich with tart fruit and savory flavors backed by tannins that need more time to come into their own—but this wine surely deserves it. It has all of the stuffing to be a 20+ year wine. Best from 2025 to 2032. Give it an extended decant if opening in the near term.",John Lewis,95,85,Walla Walla Valley (WA),Columbia Valley,Gramercy 2012 John Lewis Syrah (Walla Walla Valley (WA)),Syrah,Gramercy,46.0670236,-118.35699
109342,US,"Blended from Red Willow, Marcoux and Oldfield vineyards, this 100% Syrah offers aromas of green olives, brown stems, dried herbs and raspberries. The palate has densely rich yet exceptionally well balanced fruit and savory flavors that are creamy in feel. It's flat-out stunning, winning on grace and elegance rather than sheer power alone.",Lagniappe,95,55,Columbia Valley (WA),Columbia Valley,Gramercy 2012 Lagniappe Syrah (Columbia Valley (WA)),Syrah,Gramercy,46.0670236,-118.35699
109356,Australia,"Packed with grapey, plummy fruit, smoke and vanilla, this is solid entry-level stuff. It's not particularly rich or concentrated, but it is something that's uncommon at this price: balanced. That makes it an attractive by-the-glass option or barbecue companion. —J.C.",Barossa Vines,85,11,Barossa Valley,,Grant Burge 2000 Barossa Vines Shiraz (Barossa Valley),Shiraz,Grant Burge,-34.5615916,138.9754373
109363,US,"You want to like this wine more than you do, because it's from a great vineyard and a great vintage. The problem is thinness. It's got great bones, superb texture and dry tannins, and it's easy to taste the quality of the blackberry, pepper-infused fruit because it flatters the palate. But everything is diluted. —S.H.",,85,20,Arroyo Seco,Central Coast,Ventana 1999 Syrah (Arroyo Seco),Syrah,Ventana,36.360799,-121.307074
109368,US,"Clean aromas of cola, meat and wild berries are simple, and so is the wine in the mouth. Big fruit, spicy and sugary ripe, is wrapped in soft acids and tannins and a round, silky texture. Doesn't really drink like a California Syrah; more like a jammy, early drinking Aussie Shiraz. —S.H.",,85,20,Central Coast,Central Coast,Royal Oaks 2000 Syrah (Central Coast),Syrah,Royal Oaks,34.5961826,-120.1384485
109415,US,"From the vineyard's choicest blocks. There's so much going on here, it's hard to know where to begin. Explosive in grilled meats, blackberries, plum jam, licorice, coffee, chocolate, caramel, black pepper and Chinese 5 spice, yet bone dry, with smooth, rich tannins. Extraordinarily good now, and should develop in interesting ways. Certainly one of the best California Syrahs of the last few vintages.",Bien Nacido Vineyard,96,52,Santa Maria Valley,Central Coast,Bien Nacido 2007 Bien Nacido Vineyard Syrah (Santa Maria Valley),Syrah,Bien Nacido,34.666724,-120.115265
109434,Australia,"D'Arenberg's lineup of single-vineyard Shirazes is especially impressive in the 2010 vintage, and this was one of my favorites. The aromas are tight, nearly impenetrable at first, then only stubbornly yielding hints of graphite, but the mouthfeel is expansive and richly textured. Aristocratic notes of pencil shavings balance supple tannins and layers of dark fruit, concluding in espresso and chocolate on the finish. Drink now–2030.",The Swinging Malaysian Single Vineyard,96,85,McLaren Vale,,D'Arenberg 2010 The Swinging Malaysian Single Vineyard Shiraz (McLaren Vale),Shiraz,D'Arenberg,-35.1972164,138.5511368
109441,US,"This wine shines with notes of smoked meat, mineral, dark coffee and earthy funk. The flavors are dense, rich and voluptuous, while retaining an exquisite sense of balance. It's an exclamation point of a wine that's approachable now.",Arnaut Boushey Vineyard,95,50,Yakima Valley,Columbia Valley,Avennia 2012 Arnaut Boushey Vineyard Syrah (Yakima Valley),Syrah,Avennia,47.7677841,-122.1554698
109473,US,"This is relatively light for Red Mountain Syrah—silky and tart with accents of orange peel and lemony acidity. The tight, tangy berry fruit shows a streak of chocolate, from time in 30% new French oak, and despite the cool vintage it finishes with some heat.",Collaboration Series II Ciel du Cheval Vineyard,89,58,Red Mountain,Columbia Valley,Force Majeure 2011 Collaboration Series II Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,Force Majeure,47.7631003,-122.1495286
109496,US,"Syrah shows different aspects in cooler vintages such as 2011, which has brought out the leafy, herbal and peppery notes in full force. However this wine is ripe enough to offer plenty of good flavor, with brambly berry fruit that sings out for thin-crusted pizza.",,89,35,Columbia Valley (WA),Columbia Valley,Dunham 2011 Syrah (Columbia Valley (WA)),Syrah,Dunham,46.089097,-118.2783669
109615,Italy,"The nose isn't very expressive but the palate offers dried black cherry, coffee, mocha, oak, licorice and the heat of alcohol alongside velvety tannins. It lacks the fruit richness needed to stand up to the oak and evident alcohol.",Maharis,87,45,Sicilia,,Feudo Maccari 2012 Maharis Syrah (Sicilia),Syrah,Feudo Maccari,36.7686156,15.0752471
109620,US,"Sugary sweet, this blend has jammy flavors of raspberries and cherries, with a sprinkling of chocolate.",Dalton Cuvée Petite Sirah,82,20,Calaveras County,Sierra Foothills,Hovey 2007 Dalton Cuvée Petite Sirah Syrah (Calaveras County),Syrah,Hovey,38.137806,-120.4633783
109674,Israel,"This deep ruby-colored wine has a bouquet of black cherry with hints of smoked meat and red bell pepper. Flavors of smoked meat and cherry pie with notes of orange peel never completely coalesce. There are some pleasant moments on the palate, but they don't all come together at the same time.",Metzuda,85,30,,,Tzuba 2010 Metzuda Syrah (Judean Hills),Syrah,Tzuba,31.7852517,35.1156821
109730,Chile,"Piercing on the nose, with aromas of cola, graphite, juniper and blackberry. Feels thick, with meaty flavors of blackberry, boysenberry, herb and flower notes. Layered and relatively long on the finish. Impressive for under-$20 Chilean Syrah, with complexity and sauvage notes.",Terroir Selection Gran Reserva,89,16,,,Casas del Toqui 2010 Terroir Selection Gran Reserva Syrah (Cachapoal Valley),Syrah,Casas del Toqui,-34.3364655,-70.7618511
109740,US,"A solid example of the variety, with complex red and black fruits mixing it up with additional grace notes of coffee, sweet spice, toast and licorice. It's a balanced effort, with rather delicate tannins, and a finish that quits just a little early.",,89,30,Rogue Valley,Southern Oregon,RoxyAnn 2008 Syrah (Rogue Valley),Syrah,RoxyAnn,42.3312896,-122.820383
